"Metacritic";"VariantCount";"Steam1";"Steam2";"Steam3";"Steam4";"Steam5";"Steam6";"Steam7";"Steam8";"Steam9";"Steam10"
"Check vs Mate";"0";;;;;;;;;;
"Chasm: The Rift";"0";;;;;;;;;;
"Charr: The Grimm Fate";"0";;;;;;;;;;
"Charm Tale 2: Mermaid Lagoon";"0";;;;;;;;;;
"Charm Tale";"0";;;;;;;;;;
"Charm School";"0";;;;;;;;;;
"Charlotte's Web";"0";;;;;;;;;;
"Charlie's Angels: Angel X";"0";;;;;;;;;;
"Charlie Church Mouse: Preschool";"0";;;;;;;;;;
"Charlie Church Mouse: Kindergarten";"0";;;;;;;;;;
"Charlie Church Mouse: Early Elementary";"0";;;;;;;;;;
"Charlie and the Chocolate Factory";"0";;;;;;;;;;
"Chariot Wars";"0";;;;;;;;;;
"ChaosTower";"0";;;;;;;;;;
"Chaosrise";"0";;;;;;;;;;
"Chaos Ride";"0";;;;;;;;;;
"Chaos Overlords";"0";;;;;;;;;;
"Chaos Of Hearts";"0";;;;;;;;;;
"Chaos Legion";"0";;;;;;;;;;
"Chaos League: Sudden Death";"0";;;;;;;;;;
"Chaos Heroes Online";"0";;;;;;;;;;
"Chaos Drift";"0";;;;;;;;;;
"Championship Surfer";"0";;;;;;;;;;
"Championship Snowboarding 2004";"0";;;;;;;;;;
"Championship Manager 2008";"0";;;;;;;;;;
"Championship Bass";"0";;;;;;;;;;
"Champions of Anteria";"1";"Champions of Anteria™";;;;;;;;;
"Champion Sheep Rally";"0";;;;;;;;;;
"Champion Dreams: First to Ride";"0";;;;;;;;;;
"Chameleon Gems";"0";;;;;;;;;;
"Chamber of Concordance";"0";;;;;;;;;;
"Challenge Me: Word Puzzles";"0";;;;;;;;;;
"Challenge Me: Brain Puzzles 2";"0";;;;;;;;;;
"Chak's Temple";"0";;;;;;;;;;
"Chainz Galaxy";"0";;;;;;;;;;
"Chainz 2: Relinked";"0";;;;;;;;;;
"Chainz";"0";;;;;;;;;;
"Chain Reaction";"0";;;;;;;;;;
"Chain";"0";;;;;;;;;;
"Cesar Millan's Dog Whisperer";"0";;;;;;;;;;
"Centration";"0";;;;;;;;;;
"Centipede";"0";;;;;;;;;;
"Celtic Kings: Rage of War";"0";;;;;;;;;;
"CellZenith";"0";;;;;;;;;;
"CellFactor: Revolution";"0";;;;;;;;;;
"CellFactor: Psychokinetic Wars";"0";;;;;;;;;;
"Cellblock Squadrons";"0";;;;;;;;;;
"Cell: emergence";"1";"Cell HD: emergence";;;;;;;;;
"Cell Phone Love Letter";"0";;;;;;;;;;
"Cell";"0";;;;;;;;;;
"Celetania";"0";;;;;;;;;;
"Celestrion";"0";;;;;;;;;;
"Celestial Impact";"0";;;;;;;;;;
"Celestial Breach";"0";;;;;;;;;;
"Cavorite: The Complete Saga";"0";;;;;;;;;;
"Cavewars";"0";;;;;;;;;;
"Caverns of Mimas";"0";;;;;;;;;;
"Caverns of Kappulus";"0";;;;;;;;;;
"Cavern of Time";"0";;;;;;;;;;
"CavePacker";"0";;;;;;;;;;
"Caveman Craig 2";"0";;;;;;;;;;
"CaveExpress";"0";;;;;;;;;;
"Cave Story Plus";"1";"Cave Story+";;;;;;;;;
"Cave Story";"1";"Cave Story+";;;;;;;;;
"Causality";"0";;;;;;;;;;
"Catz 5";"0";;;;;;;;;;
"Catz 4";"0";;;;;;;;;;
"Catz 3: Your Virtual Petz";"0";;;;;;;;;;
"Catz";"0";;;;;;;;;;
"Catwoman";"0";;;;;;;;;;
"Cathy's Crafts";"0";;;;;;;;;;
"Caterpillar Construction Tycoon";"0";;;;;;;;;;
"Cate West: The Velvet Keys";"0";;;;;;;;;;
"Cate West: The Vanishing Files";"0";;;;;;;;;;
"Catan";"0";;;;;;;;;;
"Catamancer";"0";;;;;;;;;;
"Cat survival";"0";;;;;;;;;;
"Cat President: A More Purrfect Union";"1";"Cat President ~A More Purrfect Union~";;;;;;;;;
"Cat Mario 3";"0";;;;;;;;;;
"Cat Goes Platform";"0";;;;;;;;;;
"Cat Girl Without Salad: Amuse-Bouche";"0";;;;;;;;;;
"Cat Girl Alliance";"0";;;;;;;;;;
"Casual Game-Pack 3-in-1";"0";;;;;;;;;;
"Castlevania: Lords of Shadow Ultimate Edition";"2";"Castlevania: Lords of Shadow – Ultimate Edition";"Castlevania: Lords of Shadow – Mirror of Fate HD";;;;;;;;
"Castlevania: Lords of Shadow 2 - Revelations";"2";"Castlevania: Lords of Shadow – Ultimate Edition";"Castlevania: Lords of Shadow – Mirror of Fate HD";;;;;;;;
"Castlevania: Lords of Shadow - Mirror of Fate HD";"2";"Castlevania: Lords of Shadow – Mirror of Fate HD";"Castlevania: Lords of Shadow – Ultimate Edition";;;;;;;;
"CastleStorm: The Warrior Queen";"0";;;;;;;;;;
"CastleStorm: From Outcast to Savior";"0";;;;;;;;;;
"Castles & Catapults";"0";;;;;;;;;;
"Castle Werewolf";"1";"Castle Werewolf 3D";;;;;;;;;
"Castle Strike";"0";;;;;;;;;;
"Castle Siege: Ballerburg";"0";;;;;;;;;;
"Castle Infinity";"0";;;;;;;;;;
"Castle Heist: Chapter 1";"0";;;;;;;;;;
"Castle Empire";"0";;;;;;;;;;
"Castle Dracula";"0";;;;;;;;;;
"Castle Crashers";"2";"Castle Crashers®";"Battle Brothers";;;;;;;;
"Castle Battles";"0";;;;;;;;;;
"Castaway Paradise";"0";;;;;;;;;;
"Cast of the Seven Godsends";"1";"Cast of the Seven Godsends - Redux";;;;;;;;;
"Cassandra's Journey: The Legacy of Nostradamus";"0";;;;;;;;;;
"CasinoRPG";"0";;;;;;;;;;
"Casino, Inc.";"1";"Casino Inc.";;;;;;;;;
"Casino Tycoon";"2";"Fish Tycoon";"Casino Inc.";;;;;;;;
"Casino Mogul";"0";;;;;;;;;;
"Casino Master 4.0";"0";;;;;;;;;;
"Casino Island to Go";"0";;;;;;;;;;
"Casino Games 2";"0";;;;;;;;;;
"Casino Empire";"0";;;;;;;;;;
"Casino Chaos with Las Vegas Players Collection";"0";;;;;;;;;;
"Casebook Episode 0";"2";"Hector: Episode 1";"Hector: Episode 2";;;;;;;;
"Cartoon Network Universe: FusionFall";"0";;;;;;;;;;
"Cartoon Network All Star Play Pack";"0";;;;;;;;;;
"Carton";"0";;;;;;;;;;
"Carte";"0";;;;;;;;;;
"Cartagra: Tsuki Kurui no Yamai";"0";;;;;;;;;;
"Cart Life";"0";;;;;;;;;;
"Cars: Radiator Springs Adventures";"1";"Disney•Pixar Cars: Radiator Springs Adventures";;;;;;;;;
"Cars Toon: Mater's Tall Tales";"1";"Disney•Pixar Cars Toon: Mater's Tall Tales";;;;;;;;;
"Cars Mater-National Championship";"2";"Disney•Pixar Cars Mater-National Championship";"Snooker Nation Championship";;;;;;;;
"Cars 2: The Video Game";"1";"Disney•Pixar Cars 2: The Video Game";;;;;;;;;
"Cars";"0";;;;;;;;;;
"Carrotting Brain";"0";;;;;;;;;;
"Carriers at War";"0";;;;;;;;;;
"Carrier Strike Force";"0";;;;;;;;;;
"Carrie the Caregiver Episode 1: Infancy";"0";;;;;;;;;;
"Carrie the Caregiver 3: Camp Funshine";"0";;;;;;;;;;
"Carrie the Caregiver 2: Preschool";"0";;;;;;;;;;
"Carol Vorderman's Sudoku";"0";;;;;;;;;;
"Carnivores: Ice Age";"0";;;;;;;;;;
"Carnivores: Cityscape";"0";;;;;;;;;;
"Carnivores 2";"0";;;;;;;;;;
"Carnivores";"0";;;;;;;;;;
"Carnival of Crime 20 Pack Collector's Edition";"0";;;;;;;;;;
"Carnival Games VR";"1";"Carnival Games® VR";;;;;;;;;
"Carnival Cruise Line Tycoon 2005: Island Hopping";"0";;;;;;;;;;
"Carnage Racing";"1";"Carnage Racing ™";;;;;;;;;
"Carmen Sandiego's ThinkQuick Challenge";"0";;;;;;;;;;
"Carmageddon: Reincarnation";"0";;;;;;;;;;
"Carmageddon 3: TDR 2000";"1";"Carmageddon TDR 2000";;;;;;;;;
"Carmageddon 2: Carpocalypse Now";"0";;;;;;;;;;
"Carmageddon";"0";;;;;;;;;;
"Carlos III y la difusion de la antiguedad";"0";;;;;;;;;;
"Carl the Caveman";"0";;;;;;;;;;
"Caribbean!";"0";;;;;;;;;;
"Caribbean Mah Jong";"0";;;;;;;;;;
"Cargo! The Quest for Gravity";"0";;;;;;;;;;
"Cargo Lander";"0";;;;;;;;;;
"Cargo Cult: Shoot'n'Loot VR";"0";;;;;;;;;;
"Caretaker Sacrifice";"0";;;;;;;;;;
"Caretaker Retribution";"0";;;;;;;;;;
"Care Bears: Let's Have a Ball!";"0";;;;;;;;;;
"Care Bears: Catch a Star";"0";;;;;;;;;;
"Cardys";"0";;;;;;;;;;
"Cards of Chaos";"2";"Worlds of Chaos";"Realms of Chaos";;;;;;;;
"CardMon Hero";"0";;;;;;;;;;
"CardMatch 3D";"0";;;;;;;;;;
"Cardinal Quest";"0";;;;;;;;;;
"Cardinal - Chapter1";"0";;;;;;;;;;
"Card's War";"0";;;;;;;;;;
"Card Sweethearts";"0";;;;;;;;;;
"Card Quest";"1";"Dad Quest";;;;;;;;;
"Card Hunter: Expedition to the Sky Citadel";"0";;;;;;;;;;
"Card Hunter (2013)";"0";;;;;;;;;;
"Card Hero";"0";;;;;;;;;;
"Card Games Mega Collection";"2";"Cake Mania Collection";"Cake Mania Collection";;;;;;;;
"Card Crazy Solitaire";"0";;;;;;;;;;
"Car Tycoon";"1";"Fish Tycoon";;;;;;;;;
"Captain Puppy";"0";;;;;;;;;;
"Captain Lycop: Invasion of the Heters";"0";;;;;;;;;;
"CapRiders: Euro Soccer";"0";;;;;;;;;;
"Capria: Magic of the Elements";"0";;;;;;;;;;
"CapitalShip VR";"0";;;;;;;;;;
"Capitalism II";"0";;;;;;;;;;
"Capcom Coin-Op Collection Volume 1";"0";;;;;;;;;;
"Capcom Arcade Hits Three Pack";"0";;;;;;;;;;
"Canyon Capers: Rio River";"0";;;;;;;;;;
"Canvas The Gallery";"0";;;;;;;;;;
"Candy Thieves: Tale of Gnomes";"0";;;;;;;;;;
"Candy Kingdom";"1";"Candy Kingdom VR";;;;;;;;;
"Candy Island";"0";;;;;;;;;;
"Candice DeBebe's Incredibly Trick Lifestyle";"1";"Candice DeBébé's Incredibly Trick Lifestyle";;;;;;;;;
"Can You See What I See? Dream Machine";"0";;;;;;;;;;
"Can You See What I See? Curfuffle's Collectibles";"0";;;;;;;;;;
"Campus";"1";"Rumpus";;;;;;;;;
"Camping Manager 2012";"2";"Pro Cycling Manager 2015";"Pro Cycling Manager 2014";;;;;;;;
"Campgrounds: The Endorus Expedition";"0";;;;;;;;;;
"Campfire Legends: The Hookman";"0";;;;;;;;;;
"Campaign Gettysburg";"0";;;;;;;;;;
"Camp Keepalive";"0";;;;;;;;;;
"Callahan's Crosstime Saloon";"0";;;;;;;;;;
"Call to Power II";"0";;;;;;;;;;
"Call of Juarez: The Cartel";"2";"Call of Juarez®: The Cartel";"Call of Juarez® Gunslinger";;;;;;;;
"Call of Juarez: Gunslinger";"3";"Call of Juarez® Gunslinger";"Call of Juarez®: Bound in Blood";"Call of Juarez®: The Cartel";;;;;;;
"Call of Juarez: Bound in Blood";"2";"Call of Juarez®: Bound in Blood";"Call of Juarez® Gunslinger";;;;;;;;
"Call of Juarez";"2";"Call of Juarez™";"Call of Duty®";;;;;;;;
"Call of Gods";"1";"Call of Duty®";;;;;;;;;
"Call of Duty: War Chest";"4";"Call of Duty®: Ghosts";"Call of Duty®: Ghosts";"Call of Duty®: Black Ops";"Call of Duty®: Black Ops";;;;;;
"Call of Duty: United Offensive";"0";;;;;;;;;;
"Call of Duty: Modern Warfare Remastered";"5";"Call of Duty®: Modern Warfare® 2";"Call of Duty®: Modern Warfare® 2";"Call of Duty®: Modern Warfare® 3";"Call of Duty®: Modern Warfare® 3";"Call of Duty® 4: Modern Warfare®";;;;;
"Call of Duty: Modern Warfare 3 - Collection 2";"6";"Call of Duty®: Modern Warfare® 2";"Call of Duty®: Modern Warfare® 2";"Call of Duty®: Modern Warfare® 3";"Call of Duty®: Modern Warfare® 3";"Call of Duty®: Advanced Warfare - Gold Edition";"Call of Duty®: Advanced Warfare - Gold Edition";;;;
"Call of Duty: Modern Warfare 3 - Collection 1";"6";"Call of Duty®: Modern Warfare® 2";"Call of Duty®: Modern Warfare® 2";"Call of Duty®: Modern Warfare® 3";"Call of Duty®: Modern Warfare® 3";"Call of Duty®: Advanced Warfare - Gold Edition";"Call of Duty®: Advanced Warfare - Gold Edition";;;;
"Call of Duty: Modern Warfare 3";"6";"Call of Duty®: Modern Warfare® 3";"Call of Duty®: Modern Warfare® 3";"Call of Duty®: Modern Warfare® 2";"Call of Duty®: Modern Warfare® 2";"Call of Duty® 4: Modern Warfare®";"Call of Duty®: Infinite Warfare";;;;
"Call of Duty: Modern Warfare 2 - Stimulus Package";"0";;;;;;;;;;
"Call of Duty: Modern Warfare 2 - Resurgence Pack";"0";;;;;;;;;;
"Call of Duty: Modern Warfare 2";"6";"Call of Duty®: Modern Warfare® 2";"Call of Duty®: Modern Warfare® 2";"Call of Duty®: Modern Warfare® 3";"Call of Duty®: Modern Warfare® 3";"Call of Duty® 4: Modern Warfare®";"Call of Duty®: Infinite Warfare";;;;
"Call of Duty: Infinite Warfare - Sabotage";"1";"Call of Duty®: Infinite Warfare";;;;;;;;;
"Call of Duty: Infinite Warfare";"6";"Call of Duty®: Infinite Warfare";"Call of Duty® 4: Modern Warfare®";"Call of Duty®: Modern Warfare® 2";"Call of Duty®: Modern Warfare® 2";"Call of Duty®: Modern Warfare® 3";"Call of Duty®: Modern Warfare® 3";;;;
"Call of Duty: Ghosts - Onslaught";"2";"Call of Duty®: Ghosts";"Call of Duty®: Ghosts";;;;;;;;
"Call of Duty: Ghosts - Nemesis";"2";"Call of Duty®: Ghosts";"Call of Duty®: Ghosts";;;;;;;;
"Call of Duty: Ghosts - Invasion";"2";"Call of Duty®: Ghosts";"Call of Duty®: Ghosts";;;;;;;;
"Call of Duty: Ghosts - Devastation";"0";;;;;;;;;;
"Call of Duty: Ghosts";"6";"Call of Duty®: Ghosts";"Call of Duty®: Ghosts";"Call of Duty® 2";"Call of Duty®";"Call of Duty®: Black Ops";"Call of Duty®: Black Ops";;;;
"Call of Duty: Black Ops III: Eclipse";"7";"Call of Duty®: Black Ops III";"Call of Duty: Black Ops - Mac Edition";"Call of Duty®: Black Ops III";"Call of Duty®: Black Ops II";"Call of Duty®: Black Ops II";"Call of Duty®: Black Ops";"Call of Duty®: Black Ops";;;
"Call of Duty: Black Ops III - The Giant";"5";"Call of Duty: Black Ops - Mac Edition";"Call of Duty®: Black Ops III";"Call of Duty®: Black Ops III";"Call of Duty®: Black Ops II";"Call of Duty®: Black Ops II";;;;;
"Call of Duty: Black Ops III - Salvation";"5";"Call of Duty: Black Ops - Mac Edition";"Call of Duty®: Black Ops III";"Call of Duty®: Black Ops III";"Call of Duty®: Black Ops II";"Call of Duty®: Black Ops II";;;;;
"Call of Duty: Black Ops III - Awakening";"5";"Call of Duty®: Black Ops III";"Call of Duty: Black Ops - Mac Edition";"Call of Duty®: Black Ops III";"Call of Duty®: Black Ops II";"Call of Duty®: Black Ops II";;;;;
"Call of Duty: Black Ops III";"7";"Call of Duty®: Black Ops III";"Call of Duty®: Black Ops III";"Call of Duty®: Black Ops II";"Call of Duty®: Black Ops II";"Call of Duty®: Black Ops";"Call of Duty®: Black Ops";"Call of Duty: Black Ops - Mac Edition";;;
"Call of Duty: Black Ops II - Vengeance";"5";"Call of Duty®: Black Ops II";"Call of Duty®: Black Ops II";"Call of Duty®: Black Ops III";"Call of Duty: Black Ops - Mac Edition";"Call of Duty®: Black Ops III";;;;;
"Call of Duty: Black Ops II - Uprising";"7";"Call of Duty®: Black Ops III";"Call of Duty: Black Ops - Mac Edition";"Call of Duty®: Black Ops III";"Call of Duty®: Black Ops II";"Call of Duty®: Black Ops II";"Call of Duty®: Black Ops";"Call of Duty®: Black Ops";;;
"Call of Duty: Black Ops II - Revolution";"5";"Call of Duty: Black Ops - Mac Edition";"Call of Duty®: Black Ops III";"Call of Duty®: Black Ops III";"Call of Duty®: Black Ops II";"Call of Duty®: Black Ops II";;;;;
"Call of Duty: Black Ops II - Nuketown Zombies";"0";;;;;;;;;;
"Call of Duty: Black Ops II - Apocalypse";"5";"Call of Duty®: Black Ops II";"Call of Duty®: Black Ops II";"Call of Duty®: Black Ops III";"Call of Duty: Black Ops - Mac Edition";"Call of Duty®: Black Ops III";;;;;
"Call of Duty: Black Ops II";"7";"Call of Duty®: Black Ops II";"Call of Duty®: Black Ops II";"Call of Duty®: Black Ops III";"Call of Duty®: Black Ops III";"Call of Duty®: Black Ops";"Call of Duty®: Black Ops";"Call of Duty: Black Ops - Mac Edition";;;
"Call of Duty: Black Ops - Rezurrection";"5";"Call of Duty: Black Ops - Mac Edition";"Call of Duty®: Black Ops II";"Call of Duty®: Black Ops II";"Call of Duty®: Black Ops III";"Call of Duty®: Black Ops III";;;;;
"Call of Duty: Black Ops - First Strike";"5";"Call of Duty: Black Ops - Mac Edition";"Call of Duty®: Black Ops II";"Call of Duty®: Black Ops II";"Call of Duty®: Black Ops III";"Call of Duty®: Black Ops III";;;;;
"Call of Duty: Black Ops - Escalation";"7";"Call of Duty: Black Ops - Mac Edition";"Call of Duty®: Black Ops II";"Call of Duty®: Black Ops II";"Call of Duty®: Black Ops III";"Call of Duty®: Black Ops III";"Call of Duty®: Black Ops";"Call of Duty®: Black Ops";;;
"Call of Duty: Black Ops - Annihilation";"5";"Call of Duty: Black Ops - Mac Edition";"Call of Duty®: Black Ops III";"Call of Duty®: Black Ops III";"Call of Duty®: Black Ops II";"Call of Duty®: Black Ops II";;;;;
"Call of Duty: Black Ops";"7";"Call of Duty®: Black Ops";"Call of Duty®: Black Ops";"Call of Duty®: Black Ops II";"Call of Duty®: Black Ops II";"Call of Duty®: Black Ops III";"Call of Duty®: Black Ops III";"Call of Duty: Black Ops - Mac Edition";;;
"Call of Duty: Advanced Warfare - Ascendance";"2";"Call of Duty®: Advanced Warfare - Gold Edition";"Call of Duty®: Advanced Warfare - Gold Edition";;;;;;;;
"Call of Duty: Advanced Warfare";"8";"Call of Duty®: Infinite Warfare";"Call of Duty® 4: Modern Warfare®";"Call of Duty®: Advanced Warfare - Gold Edition";"Call of Duty®: Advanced Warfare - Gold Edition";"Call of Duty®: Modern Warfare® 2";"Call of Duty®: Modern Warfare® 2";"Call of Duty®: Modern Warfare® 3";"Call of Duty®: Modern Warfare® 3";;
"Call of Duty Deluxe Edition Box Set";"0";;;;;;;;;;
"Call of Duty 4: Modern Warfare";"6";"Call of Duty® 4: Modern Warfare®";"Call of Duty®: Modern Warfare® 2";"Call of Duty®: Modern Warfare® 2";"Call of Duty®: Modern Warfare® 3";"Call of Duty®: Modern Warfare® 3";"Call of Duty®: Infinite Warfare";;;;
"Call of Duty 2";"4";"Call of Duty® 2";"Call of Duty®";"Call of Duty®: Ghosts";"Call of Duty®: Ghosts";;;;;;
"Call of Duty";"2";"Call of Duty®";"Call of Duty® 2";;;;;;;;
"Call of Cthulhu: Dark Corners of the Earth";"3";"Call of Cthulhu®: Dark Corners of the Earth";"Call of Cthulhu: Prisoner of Ice";"Call of Cthulhu: Shadow of the Comet";;;;;;;
"Call of Combat";"0";;;;;;;;;;
"Call of Atlantis";"0";;;;;;;;;;
"Call for Heroes: Pompolic Wars";"0";;;;;;;;;;
"Caliper";"0";;;;;;;;;;
"Calibre 10 Racing Series";"1";"Calibre 10 Racing";;;;;;;;;
"Caketomino";"0";;;;;;;;;;
"Cake Shop";"0";;;;;;;;;;
"Cake Mania: Main Street";"1";"Cake Mania Main Street™";;;;;;;;;
"Cake Mania: Back To The Bakery";"1";"Con Man: Back to the Past";;;;;;;;;
"Cake Mania 3";"0";;;;;;;;;;
"Cake Mania 2: Jill's Next Adventure!";"0";;;;;;;;;;
"Cake Mania";"0";;;;;;;;;;
"Caillou: Ready to Read";"0";;;;;;;;;;
"Caillou: Ready for School";"0";;;;;;;;;;
"Caillou Preschool";"0";;;;;;;;;;
"Caffeine: Episode One";"0";;;;;;;;;;
"Cafe Mahjongg";"0";;;;;;;;;;
"Caesars Palace 2000: Millennium Gold Edition";"0";;;;;;;;;;
"Caesar IV";"2";"Caesar™ IV";"Caesar™ 3";;;;;;;;
"Caesar III";"1";"Caesar™ IV";;;;;;;;;
"Caddy Hack";"0";;;;;;;;;;
"Caboodle";"0";;;;;;;;;;
"Cabela's Outdoor Trivia Challenge";"0";;;;;;;;;;
"Cabela's Outdoor Adventures (2009)";"0";;;;;;;;;;
"Cabela's Outdoor Adventures (2006)";"0";;;;;;;;;;
"Cabela's Off-Road Adventure 2";"1";"Cabela’s® African Adventures";;;;;;;;;
"Cabela's Hunting Expeditions";"0";;;;;;;;;;
"Cabela's GrandSlam Hunting: 2004 Trophies";"0";;;;;;;;;;
"Cabela's Deer Hunt 2005 Season";"0";;;;;;;;;;
"Cabela's Dangerous Hunts 2013";"1";"Cabela's® Dangerous Hunts 2013";;;;;;;;;
"Cabela's Dangerous Hunts 2";"1";"Cabela's® Dangerous Hunts 2013";;;;;;;;;
"Cabela's Dangerous Hunts";"1";"Cabela's® Dangerous Hunts 2013";;;;;;;;;
"Cabela's Big Game Hunter: Trophy Bucks";"2";"Cabela's® Big Game Hunter™ Trophy Bucks";"Cabela's® Big Game Hunter® Pro Hunts";;;;;;;;
"Cabela's Big Game Hunter: Pro Hunts";"2";"Cabela's® Big Game Hunter® Pro Hunts";"Cabela's® Big Game Hunter™ Trophy Bucks";;;;;;;;
"Cabela's Big Game Hunter: 10th Anniversary Edition - Alaskan Adventure";"0";;;;;;;;;;
"Cabela's Big Game Hunter III";"2";"Cabela's® Big Game Hunter® Pro Hunts";"Cabela's® Big Game Hunter™ Trophy Bucks";;;;;;;;
"Cabela's Big Game Hunter 6";"2";"Cabela's® Big Game Hunter® Pro Hunts";"Cabela's® Big Game Hunter™ Trophy Bucks";;;;;;;;
"Cabela's Big Game Hunter 5 Platinum";"2";"Cabela's® Big Game Hunter® Pro Hunts";"Cabela's® Big Game Hunter™ Trophy Bucks";;;;;;;;
"Cabela's Big Game Hunter 4";"2";"Cabela's® Big Game Hunter® Pro Hunts";"Cabela's® Big Game Hunter™ Trophy Bucks";;;;;;;;
"Cabela's Big Game Hunter 2007: 10th Anniversary Edition";"0";;;;;;;;;;
"Cabela's Big Game Hunter 2006 with 4x4 Off Road Adventure";"0";;;;;;;;;;
"Cabela's Big Game Hunter 2006";"2";"Cabela's® Big Game Hunter® Pro Hunts";"Cabela's® Big Game Hunter™ Trophy Bucks";;;;;;;;
"Cabela's Big Game Hunter 2005 Adventures";"2";"Cabela's® Big Game Hunter® Pro Hunts";"Cabela's® Big Game Hunter™ Trophy Bucks";;;;;;;;
"Cabela's Big Game Hunter 2004 Season";"2";"Cabela's® Big Game Hunter® Pro Hunts";"Cabela's® Big Game Hunter™ Trophy Bucks";;;;;;;;
"Cabela's African Safari";"1";"Cabela’s® African Adventures";;;;;;;;;
"Cabela's African Adventures";"1";"Cabela’s® African Adventures";;;;;;;;;
"Cabela's 4x4 Off-Road Adventure 3";"1";"Cabela’s® African Adventures";;;;;;;;;
"Cabbage Patch Kids: Where's My Pony?";"0";;;;;;;;;;
"Cabals: Card Blitz";"0";;;;;;;;;;
"C.S.S. CITADEL VR";"0";;;;;;;;;;
"C-130 Hercules";"0";;;;;;;;;;
"C*m on! B*kkake Ranch!";"0";;;;;;;;;;
"Byzantine: The Betrayal";"0";;;;;;;;;;
"Byte Family";"0";;;;;;;;;;
"BUTTS: The VR Experience";"1";"\BUTTS: The VR Experience\";;;;;;;;;
"Button Frenzy";"0";;;;;;;;;;
"ButaVX: Justice Fighter";"0";;;;;;;;;;
"BUSTED!";"0";;;;;;;;;;
"Bust-n-Rush";"0";;;;;;;;;;
"Bust-A-Move 4";"0";;;;;;;;;;
"Bus Tycoon ND: Night and Day";"1";"Bus Tycoon ND (Night and Day)";;;;;;;;;
"Bus Simulator 2012";"1";"Bus-Simulator 2012";;;;;;;;;
"Bus Simulator 2008";"1";"Bus-Simulator 2012";;;;;;;;;
"Burrito Bison Revenge";"0";;;;;;;;;;
"Burnt Islands";"0";;;;;;;;;;
"Burnout: Championship Drag Racing";"0";;;;;;;;;;
"Burnout Paradise: Party";"0";;;;;;;;;;
"Burnout Paradise: Legendary Cars Collection";"0";;;;;;;;;;
"Burnout Paradise: Boost Specials Collection";"0";;;;;;;;;;
"Burn Zombie Burn";"1";"Burn Zombie Burn!";;;;;;;;;
"Burn";"0";;;;;;;;;;
"BuriedTown";"0";;;;;;;;;;
"Buried in Time";"0";;;;;;;;;;
"Burgers 2";"0";;;;;;;;;;
"Burger Shop 2";"0";;;;;;;;;;
"Burger Shop";"0";;;;;;;;;;
"Burger Rush";"0";;;;;;;;;;
"Burger Island 2: The Missing Ingredient";"0";;;;;;;;;;
"Burger Island";"0";;;;;;;;;;
"Bunnyrama";"0";;;;;;;;;;
"Bunny Swordmaster Story";"0";;;;;;;;;;
"Bunny Must Die: Chelsea and the 7Devils";"1";"Bunny Must Die! Chelsea and the 7 Devils";;;;;;;;;
"Bunny Must Die!";"0";;;;;;;;;;
"Bunny Man: Lost Souls";"0";;;;;;;;;;
"Bunny Bash";"0";;;;;;;;;;
"Bunch of Heroes: Horror Pack";"0";;;;;;;;;;
"Bunch of Heroes: Holiday Pack";"0";;;;;;;;;;
"Bumper";"0";;;;;;;;;;
"Bumble Tales";"0";;;;;;;;;;
"Bulwark";"0";;;;;;;;;;
"Bulletstorm: Gun Sonata Pack";"0";;;;;;;;;;
"Bulletstorm: Blood Symphony Pack";"0";;;;;;;;;;
"Bulletstorm";"0";;;;;;;;;;
"Bullets And More VR";"1";"Bullets And More VR - BAM VR";;;;;;;;;
"BulletMAX";"0";;;;;;;;;;
"Bullet Train";"0";;;;;;;;;;
"Bullet Soul";"0";;;;;;;;;;
"Bullet Run";"1";"Bullet Candy";;;;;;;;;
"Bullet Force";"0";;;;;;;;;;
"Bullet Candy Perfect";"0";;;;;;;;;;
"Bullet Bubby";"1";"Bullet Candy";;;;;;;;;
"Build It Up";"0";;;;;;;;;;
"Build It Green: Back to the Beach";"0";;;;;;;;;;
"Build in Time";"1";"A Hat in Time";;;;;;;;;
"Build & Destroy";"0";;;;;;;;;;
"Bugspeed Collider";"0";;;;;;;;;;
"Bugs Bunny: Lost in Time";"0";;;;;;;;;;
"Bugdom 2";"0";;;;;;;;;;
"Bugdom";"0";;;;;;;;;;
"Bugbird Mini Golf";"1";"Infinite Mini Golf";;;;;;;;;
"Bug-N-Out";"0";;;;;;;;;;
"Bug!";"0";;;;;;;;;;
"Bug Too!";"0";;;;;;;;;;
"Bud Redhead";"0";;;;;;;;;;
"Buckmasters Deer Hunting";"0";;;;;;;;;;
"Bucket Detective";"0";;;;;;;;;;
"Buccaneers, Bounty & Boom!";"0";;;;;;;;;;
"Buccaneer: The Pursuit of Infamy";"0";;;;;;;;;;
"Buccaneer's Bounty";"0";;;;;;;;;;
"Buccaneer";"0";;;;;;;;;;
"Bubbles Quest";"1";"Robin's Quest";;;;;;;;;
"Bubblefish Bob";"0";;;;;;;;;;
"Bubble Town";"0";;;;;;;;;;
"Bubble Raider";"0";;;;;;;;;;
"Bubble Labs VR";"0";;;;;;;;;;
"Bubble Jungle: Super Chameleon Platformer World";"0";;;;;;;;;;
"Bubble Burst";"0";;;;;;;;;;
"Bubble Bobble also featuring Rainbow Islands";"0";;;;;;;;;;
"Bubble Blitz";"0";;;;;;;;;;
"BtS - Evacuation";"0";;;;;;;;;;
"BS Hacker: Replay";"0";;;;;;;;;;
"BS Hacker - Zero Expansion";"0";;;;;;;;;;
